Marks,Interest,Skill,Hobby,Personality,IQ,Career,Sector
72,Arts,Communication,Drawing,Extrovert,87,Civil Services,Public
89,Arts,Analysis,Music,Ambivert,101,Designer,Private
79,Commerce,Coding,Reading,Introvert,116,Chartered Accountant,Private
60,Arts,Communication,Drawing,Ambivert,133,Writer,Private
68,Arts,Communication,Music,Introvert,133,Designer,Private
88,Tech,Creativity,Gaming,Ambivert,117,Government IT Officer,Public
87,Arts,Communication,Reading,Introvert,120,Designer,Private
83,Medical,Analysis,Music,Ambivert,113,Nurse,Private
75,Tech,Creativity,Reading,Extrovert,134,AI Engineer,Private
89,Medical,Creativity,Reading,Ambivert,84,Doctor,Private
88,Arts,Communication,Gaming,Introvert,85,Writer,Private
87,Medical,Creativity,Drawing,Introvert,122,Government Doctor,Public
53,Arts,Communication,Sports,Introvert,133,Designer,Private
82,Medical,Creativity,Sports,Introvert,123,Government Doctor,Public
96,Tech,Communication,Gaming,Ambivert,108,AI Engineer,Private
78,Tech,Coding,Sports,Ambivert,140,AI Engineer,Private
68,Medical,Coding,Gaming,Introvert,82,Government Doctor,Public
59,Tech,Communication,Sports,Ambivert,86,Web Developer,Private
98,Commerce,Coding,Sports,Ambivert,96,Auditor,Private
91,Tech,Creativity,Drawing,Introvert,138,Web Developer,Private
92,Commerce,Creativity,Gaming,Extrovert,81,Bank Officer,Public
54,Medical,Coding,Gaming,Introvert,84,Surgeon,Private
89,Arts,Communication,Music,Extrovert,88,Designer,Private
96,Commerce,Coding,Drawing,Extrovert,84,Financial Analyst,Private
91,Tech,Communication,Gaming,Introvert,138,Software Engineer,Private
79,Commerce,Coding,Reading,Extrovert,101,Bank Officer,Public
87,Commerce,Creativity,Reading,Introvert,129,Auditor,Private
68,Tech,Coding,Reading,Introvert,86,Software Engineer,Private
68,Tech,Communication,Music,Introvert,129,Software Engineer,Private
52,Commerce,Analysis,Gaming,Introvert,132,Chartered Accountant,Private
82,Medical,Analysis,Drawing,Introvert,112,Surgeon,Private
91,Arts,Communication,Gaming,Ambivert,89,Animator,Private
76,Arts,Coding,Music,Extrovert,123,Civil Services,Public
78,Medical,Communication,Gaming,Introvert,101,Surgeon,Private
88,Commerce,Creativity,Music,Introvert,91,Chartered Accountant,Private
56,Arts,Communication,Reading,Introvert,128,Civil Services,Public
63,Medical,Creativity,Reading,Ambivert,130,Surgeon,Private
83,Medical,Coding,Reading,Extrovert,97,Government Doctor,Public
84,Arts,Communication,Music,Extrovert,112,Writer,Private
65,Tech,Creativity,Sports,Ambivert,104,Software Engineer,Private
92,Arts,Communication,Sports,Extrovert,130,Animator,Private
85,Tech,Analysis,Music,Introvert,134,Web Developer,Private
63,Commerce,Creativity,Drawing,Extrovert,84,Auditor,Private
91,Commerce,Creativity,Gaming,Ambivert,92,Chartered Accountant,Private
94,Commerce,Creativity,Gaming,Ambivert,104,Financial Analyst,Private
63,Tech,Analysis,Sports,Introvert,119,AI Engineer,Private
67,Medical,Analysis,Reading,Introvert,107,Surgeon,Private
80,Medical,Communication,Gaming,Extrovert,122,Doctor,Private
76,Arts,Analysis,Reading,Extrovert,115,Writer,Private
52,Commerce,Communication,Drawing,Ambivert,106,Auditor,Private
95,Medical,Analysis,Drawing,Introvert,106,Doctor,Private
58,Medical,Creativity,Reading,Introvert,116,Doctor,Private
81,Tech,Creativity,Gaming,Extrovert,113,Software Engineer,Private
80,Commerce,Analysis,Music,Ambivert,134,Auditor,Private
59,Commerce,Analysis,Drawing,Introvert,103,Bank Officer,Public
64,Tech,Coding,Sports,Introvert,124,Web Developer,Private
83,Medical,Coding,Music,Extrovert,96,Nurse,Private
60,Arts,Communication,Music,Ambivert,80,Writer,Private
91,Commerce,Analysis,Music,Introvert,139,Financial Analyst,Private
89,Arts,Communication,Drawing,Ambivert,126,Writer,Private
86,Arts,Coding,Music,Extrovert,101,Writer,Private
79,Commerce,Analysis,Sports,Extrovert,99,Bank Officer,Public
60,Commerce,Creativity,Gaming,Ambivert,97,Bank Officer,Public
56,Commerce,Creativity,Reading,Introvert,138,Auditor,Private
99,Arts,Creativity,Gaming,Ambivert,83,Writer,Private
77,Commerce,Communication,Sports,Extrovert,80,Auditor,Private
81,Medical,Analysis,Music,Ambivert,112,Surgeon,Private
79,Commerce,Analysis,Gaming,Extrovert,121,Chartered Accountant,Private
68,Commerce,Analysis,Sports,Extrovert,87,Financial Analyst,Private
91,Tech,Analysis,Music,Introvert,93,AI Engineer,Private
67,Commerce,Creativity,Drawing,Introvert,86,Financial Analyst,Private
77,Arts,Analysis,Gaming,Introvert,98,Writer,Private
80,Medical,Communication,Gaming,Ambivert,132,Nurse,Private
65,Tech,Creativity,Music,Extrovert,92,AI Engineer,Private
60,Arts,Creativity,Sports,Ambivert,82,Designer,Private
94,Tech,Creativity,Reading,Ambivert,108,Web Developer,Private
79,Arts,Creativity,Sports,Introvert,125,Civil Services,Public
81,Arts,Communication,Gaming,Introvert,116,Writer,Private
88,Tech,Communication,Gaming,Extrovert,107,AI Engineer,Private
64,Medical,Creativity,Drawing,Extrovert,109,Surgeon,Private
68,Commerce,Coding,Reading,Introvert,98,Financial Analyst,Private
63,Arts,Creativity,Drawing,Introvert,113,Civil Services,Public
80,Commerce,Analysis,Drawing,Ambivert,131,Financial Analyst,Private
68,Tech,Analysis,Sports,Extrovert,107,Web Developer,Private
80,Tech,Communication,Gaming,Extrovert,90,AI Engineer,Private
52,Medical,Analysis,Sports,Introvert,98,Doctor,Private
57,Medical,Analysis,Music,Ambivert,96,Doctor,Private
90,Medical,Coding,Sports,Extrovert,118,Surgeon,Private
77,Tech,Communication,Sports,Ambivert,113,Government IT Officer,Public
59,Arts,Communication,Gaming,Extrovert,99,Designer,Private
61,Tech,Creativity,Sports,Ambivert,108,Web Developer,Private
93,Medical,Analysis,Drawing,Introvert,106,Surgeon,Private
57,Arts,Communication,Gaming,Ambivert,138,Civil Services,Public
100,Medical,Coding,Sports,Ambivert,104,Doctor,Private
53,Arts,Communication,Music,Extrovert,87,Designer,Private
84,Arts,Communication,Drawing,Introvert,112,Writer,Private
60,Medical,Coding,Music,Ambivert,113,Nurse,Private
55,Tech,Analysis,Gaming,Extrovert,96,Government IT Officer,Public
91,Commerce,Coding,Gaming,Ambivert,112,Chartered Accountant,Private
50,Tech,Communication,Drawing,Extrovert,115,Government IT Officer,Public
96,Arts,Communication,Gaming,Ambivert,106,Writer,Private
84,Arts,Analysis,Sports,Extrovert,89,Animator,Private
92,Arts,Coding,Sports,Ambivert,110,Civil Services,Public
69,Arts,Communication,Drawing,Ambivert,106,Designer,Private
87,Medical,Analysis,Reading,Introvert,90,Doctor,Private
90,Medical,Creativity,Music,Extrovert,119,Surgeon,Private
76,Tech,Coding,Drawing,Introvert,96,AI Engineer,Private
76,Commerce,Creativity,Gaming,Extrovert,112,Financial Analyst,Private
65,Medical,Creativity,Sports,Extrovert,89,Doctor,Private
74,Tech,Creativity,Gaming,Extrovert,140,Web Developer,Private
77,Tech,Creativity,Music,Extrovert,136,Software Engineer,Private
99,Medical,Creativity,Gaming,Ambivert,109,Government Doctor,Public
86,Tech,Communication,Reading,Ambivert,87,Software Engineer,Private
50,Commerce,Coding,Reading,Ambivert,92,Financial Analyst,Private
77,Tech,Creativity,Music,Extrovert,96,AI Engineer,Private
54,Arts,Creativity,Gaming,Introvert,114,Writer,Private
94,Commerce,Coding,Gaming,Ambivert,134,Financial Analyst,Private
61,Arts,Creativity,Sports,Introvert,114,Animator,Private
91,Medical,Analysis,Sports,Extrovert,128,Nurse,Private
76,Medical,Communication,Reading,Ambivert,105,Government Doctor,Public
50,Arts,Communication,Gaming,Introvert,114,Designer,Private
81,Commerce,Creativity,Drawing,Introvert,137,Bank Officer,Public
99,Commerce,Analysis,Sports,Extrovert,101,Auditor,Private
78,Arts,Communication,Gaming,Ambivert,128,Animator,Private
65,Commerce,Communication,Sports,Ambivert,107,Financial Analyst,Private
54,Arts,Coding,Gaming,Ambivert,103,Civil Services,Public
88,Medical,Communication,Music,Extrovert,122,Surgeon,Private
94,Medical,Analysis,Reading,Ambivert,129,Doctor,Private
70,Arts,Communication,Music,Extrovert,100,Designer,Private
59,Arts,Communication,Drawing,Introvert,100,Animator,Private
53,Commerce,Coding,Drawing,Introvert,81,Chartered Accountant,Private
77,Medical,Creativity,Music,Ambivert,83,Nurse,Private
77,Medical,Analysis,Drawing,Extrovert,96,Nurse,Private
59,Arts,Analysis,Music,Introvert,86,Designer,Private
60,Arts,Analysis,Gaming,Introvert,119,Writer,Private
74,Medical,Communication,Gaming,Extrovert,123,Government Doctor,Public
73,Commerce,Coding,Reading,Introvert,83,Bank Officer,Public
72,Tech,Communication,Music,Ambivert,138,Software Engineer,Private
59,Medical,Communication,Music,Ambivert,111,Nurse,Private
61,Tech,Coding,Reading,Ambivert,120,Software Engineer,Private
91,Tech,Coding,Sports,Extrovert,114,Government IT Officer,Public
69,Medical,Communication,Sports,Extrovert,100,Nurse,Private
85,Arts,Coding,Drawing,Extrovert,131,Writer,Private
59,Commerce,Communication,Sports,Ambivert,123,Financial Analyst,Private
73,Medical,Analysis,Reading,Ambivert,107,Government Doctor,Public
61,Tech,Communication,Reading,Ambivert,108,Government IT Officer,Public
87,Medical,Coding,Drawing,Introvert,103,Government Doctor,Public
60,Medical,Creativity,Reading,Ambivert,102,Surgeon,Private
96,Commerce,Coding,Reading,Extrovert,135,Chartered Accountant,Private
87,Medical,Creativity,Gaming,Introvert,90,Surgeon,Private
72,Medical,Coding,Drawing,Extrovert,111,Doctor,Private
88,Arts,Analysis,Gaming,Extrovert,130,Designer,Private
67,Medical,Creativity,Drawing,Extrovert,137,Nurse,Private
64,Medical,Analysis,Drawing,Ambivert,113,Nurse,Private
81,Tech,Creativity,Drawing,Extrovert,109,Web Developer,Private
84,Tech,Creativity,Reading,Introvert,93,Government IT Officer,Public
62,Arts,Coding,Gaming,Extrovert,108,Writer,Private
64,Commerce,Communication,Drawing,Extrovert,139,Chartered Accountant,Private
98,Medical,Creativity,Sports,Extrovert,115,Surgeon,Private
82,Arts,Coding,Gaming,Ambivert,86,Designer,Private
73,Medical,Analysis,Sports,Introvert,128,Doctor,Private
95,Tech,Coding,Music,Ambivert,94,AI Engineer,Private
64,Tech,Communication,Reading,Introvert,138,AI Engineer,Private
88,Commerce,Communication,Music,Extrovert,98,Financial Analyst,Private
55,Commerce,Analysis,Drawing,Ambivert,107,Bank Officer,Public
94,Tech,Creativity,Gaming,Introvert,115,Web Developer,Private
63,Arts,Creativity,Drawing,Ambivert,115,Writer,Private
80,Arts,Analysis,Drawing,Ambivert,119,Civil Services,Public
87,Medical,Analysis,Drawing,Ambivert,125,Government Doctor,Public
92,Medical,Creativity,Drawing,Ambivert,137,Government Doctor,Public
86,Tech,Coding,Reading,Extrovert,82,Web Developer,Private
76,Medical,Communication,Drawing,Ambivert,136,Surgeon,Private
67,Tech,Coding,Gaming,Extrovert,133,Software Engineer,Private
81,Medical,Coding,Sports,Ambivert,125,Nurse,Private
50,Commerce,Communication,Drawing,Extrovert,137,Chartered Accountant,Private
73,Tech,Creativity,Drawing,Extrovert,138,Web Developer,Private
63,Medical,Communication,Gaming,Introvert,80,Doctor,Private
96,Tech,Communication,Music,Extrovert,81,Web Developer,Private
62,Medical,Creativity,Drawing,Introvert,89,Surgeon,Private
62,Medical,Creativity,Sports,Ambivert,111,Surgeon,Private
83,Tech,Communication,Gaming,Introvert,129,AI Engineer,Private
63,Commerce,Analysis,Sports,Extrovert,120,Bank Officer,Public
79,Medical,Analysis,Drawing,Introvert,128,Surgeon,Private
82,Medical,Communication,Music,Introvert,120,Doctor,Private
80,Medical,Creativity,Gaming,Introvert,134,Doctor,Private
67,Tech,Analysis,Reading,Extrovert,86,Web Developer,Private
89,Arts,Communication,Music,Ambivert,95,Designer,Private
89,Tech,Coding,Sports,Extrovert,99,Government IT Officer,Public
54,Commerce,Analysis,Gaming,Ambivert,124,Financial Analyst,Private
100,Commerce,Analysis,Gaming,Extrovert,140,Chartered Accountant,Private
66,Arts,Creativity,Gaming,Ambivert,107,Writer,Private
67,Arts,Coding,Reading,Extrovert,131,Writer,Private
57,Medical,Coding,Reading,Extrovert,106,Government Doctor,Public
65,Arts,Analysis,Reading,Ambivert,106,Designer,Private
63,Tech,Coding,Gaming,Introvert,82,Web Developer,Private
73,Tech,Communication,Gaming,Introvert,123,Software Engineer,Private
63,Arts,Creativity,Sports,Ambivert,113,Designer,Private
74,Commerce,Coding,Gaming,Ambivert,131,Financial Analyst,Private
52,Medical,Communication,Sports,Introvert,97,Nurse,Private
66,Commerce,Analysis,Sports,Ambivert,104,Financial Analyst,Private
85,Medical,Coding,Gaming,Extrovert,107,Government Doctor,Public
68,Medical,Coding,Sports,Ambivert,134,Nurse,Private
97,Arts,Analysis,Sports,Extrovert,135,Designer,Private
86,Arts,Communication,Drawing,Extrovert,97,Writer,Private
62,Commerce,Coding,Sports,Extrovert,84,Bank Officer,Public
71,Arts,Coding,Reading,Extrovert,98,Animator,Private
62,Commerce,Communication,Reading,Extrovert,87,Financial Analyst,Private
89,Commerce,Analysis,Sports,Extrovert,98,Financial Analyst,Private
53,Commerce,Communication,Sports,Extrovert,116,Financial Analyst,Private
95,Tech,Creativity,Music,Ambivert,117,Government IT Officer,Public
84,Medical,Analysis,Reading,Introvert,92,Government Doctor,Public
68,Tech,Analysis,Reading,Ambivert,109,Government IT Officer,Public
99,Commerce,Analysis,Music,Extrovert,83,Chartered Accountant,Private
92,Medical,Communication,Gaming,Introvert,127,Nurse,Private
74,Commerce,Communication,Reading,Introvert,125,Auditor,Private
78,Tech,Coding,Reading,Ambivert,100,Software Engineer,Private
99,Medical,Communication,Reading,Extrovert,110,Surgeon,Private
80,Commerce,Coding,Music,Introvert,111,Auditor,Private
88,Tech,Communication,Gaming,Extrovert,113,Web Developer,Private
54,Arts,Creativity,Music,Ambivert,93,Writer,Private
88,Arts,Coding,Gaming,Ambivert,94,Civil Services,Public
53,Commerce,Analysis,Sports,Introvert,121,Financial Analyst,Private
73,Tech,Creativity,Sports,Ambivert,98,Government IT Officer,Public
55,Commerce,Analysis,Sports,Ambivert,129,Auditor,Private
65,Tech,Analysis,Sports,Introvert,98,AI Engineer,Private
54,Medical,Creativity,Reading,Extrovert,89,Government Doctor,Public
71,Commerce,Coding,Reading,Extrovert,83,Financial Analyst,Private
67,Medical,Communication,Reading,Introvert,110,Nurse,Private
77,Tech,Coding,Music,Extrovert,138,AI Engineer,Private
67,Commerce,Communication,Drawing,Ambivert,117,Chartered Accountant,Private
74,Tech,Creativity,Music,Extrovert,129,Web Developer,Private
82,Arts,Communication,Music,Introvert,91,Civil Services,Public
97,Commerce,Coding,Drawing,Extrovert,82,Auditor,Private
92,Medical,Analysis,Drawing,Extrovert,116,Nurse,Private
95,Medical,Coding,Gaming,Introvert,87,Nurse,Private
63,Medical,Coding,Drawing,Extrovert,104,Surgeon,Private
89,Tech,Creativity,Reading,Extrovert,132,Software Engineer,Private
52,Medical,Analysis,Music,Ambivert,140,Doctor,Private
60,Medical,Creativity,Reading,Extrovert,119,Surgeon,Private
99,Arts,Communication,Gaming,Extrovert,114,Designer,Private
57,Commerce,Coding,Gaming,Introvert,84,Chartered Accountant,Private
72,Commerce,Communication,Drawing,Ambivert,119,Bank Officer,Public
92,Arts,Creativity,Sports,Introvert,115,Animator,Private
74,Medical,Coding,Drawing,Introvert,112,Nurse,Private
73,Commerce,Communication,Sports,Ambivert,95,Financial Analyst,Private
52,Arts,Creativity,Drawing,Extrovert,135,Writer,Private
53,Arts,Communication,Music,Ambivert,113,Writer,Private
68,Medical,Coding,Reading,Extrovert,91,Nurse,Private
77,Arts,Creativity,Music,Introvert,88,Animator,Private
97,Tech,Coding,Sports,Ambivert,101,AI Engineer,Private
70,Medical,Coding,Sports,Extrovert,123,Doctor,Private
68,Commerce,Analysis,Gaming,Extrovert,133,Financial Analyst,Private
61,Arts,Communication,Reading,Ambivert,104,Civil Services,Public
55,Medical,Analysis,Gaming,Extrovert,98,Nurse,Private
66,Commerce,Coding,Sports,Ambivert,102,Financial Analyst,Private
74,Arts,Creativity,Music,Introvert,129,Civil Services,Public
96,Commerce,Coding,Reading,Ambivert,88,Chartered Accountant,Private
91,Tech,Creativity,Music,Introvert,135,Government IT Officer,Public
54,Medical,Coding,Reading,Ambivert,107,Surgeon,Private
59,Arts,Creativity,Music,Introvert,92,Writer,Private
60,Medical,Creativity,Drawing,Introvert,82,Surgeon,Private
91,Tech,Communication,Reading,Extrovert,129,Government IT Officer,Public
87,Tech,Analysis,Gaming,Ambivert,139,Government IT Officer,Public
81,Commerce,Communication,Sports,Introvert,110,Financial Analyst,Private
53,Tech,Coding,Sports,Ambivert,91,Government IT Officer,Public
54,Tech,Coding,Gaming,Introvert,125,AI Engineer,Private
72,Arts,Creativity,Sports,Introvert,133,Civil Services,Public
68,Arts,Analysis,Drawing,Introvert,118,Writer,Private
72,Commerce,Analysis,Gaming,Ambivert,104,Financial Analyst,Private
99,Medical,Communication,Drawing,Ambivert,105,Nurse,Private
86,Commerce,Analysis,Gaming,Introvert,136,Chartered Accountant,Private
98,Tech,Analysis,Music,Extrovert,111,Web Developer,Private
73,Commerce,Communication,Sports,Introvert,97,Auditor,Private
52,Tech,Creativity,Gaming,Ambivert,140,AI Engineer,Private
87,Medical,Communication,Reading,Ambivert,112,Surgeon,Private
78,Tech,Analysis,Reading,Extrovert,134,Web Developer,Private
63,Tech,Creativity,Music,Extrovert,99,AI Engineer,Private
52,Tech,Communication,Gaming,Introvert,119,Government IT Officer,Public
74,Tech,Analysis,Gaming,Extrovert,107,AI Engineer,Private
77,Tech,Communication,Music,Extrovert,98,Government IT Officer,Public
56,Arts,Communication,Reading,Introvert,102,Civil Services,Public
80,Medical,Coding,Sports,Ambivert,89,Doctor,Private
78,Commerce,Coding,Drawing,Extrovert,94,Bank Officer,Public
65,Medical,Analysis,Reading,Extrovert,140,Doctor,Private
99,Tech,Communication,Reading,Extrovert,86,Government IT Officer,Public
97,Tech,Coding,Gaming,Introvert,133,Web Developer,Private
60,Medical,Creativity,Music,Ambivert,100,Nurse,Private
67,Commerce,Analysis,Sports,Extrovert,110,Financial Analyst,Private
68,Commerce,Creativity,Music,Introvert,91,Auditor,Private
79,Commerce,Communication,Reading,Introvert,98,Chartered Accountant,Private
92,Medical,Creativity,Gaming,Extrovert,124,Government Doctor,Public
61,Commerce,Coding,Reading,Ambivert,118,Auditor,Private
59,Commerce,Creativity,Gaming,Ambivert,104,Chartered Accountant,Private
75,Commerce,Communication,Gaming,Extrovert,113,Chartered Accountant,Private
54,Medical,Analysis,Music,Extrovert,89,Government Doctor,Public
96,Commerce,Communication,Drawing,Extrovert,86,Chartered Accountant,Private
64,Medical,Creativity,Music,Introvert,135,Government Doctor,Public
50,Medical,Communication,Reading,Introvert,131,Nurse,Private
88,Commerce,Coding,Gaming,Introvert,122,Auditor,Private
81,Medical,Coding,Sports,Introvert,106,Nurse,Private
83,Tech,Creativity,Reading,Introvert,80,Web Developer,Private
85,Tech,Coding,Gaming,Ambivert,82,Government IT Officer,Public
91,Arts,Communication,Sports,Introvert,83,Civil Services,Public
65,Arts,Creativity,Music,Extrovert,101,Designer,Private
92,Medical,Creativity,Reading,Extrovert,113,Doctor,Private
61,Commerce,Coding,Sports,Introvert,116,Financial Analyst,Private
93,Medical,Creativity,Gaming,Ambivert,138,Surgeon,Private
91,Tech,Communication,Sports,Ambivert,90,Software Engineer,Private
82,Commerce,Analysis,Music,Introvert,130,Auditor,Private
87,Commerce,Creativity,Reading,Introvert,86,Financial Analyst,Private
55,Tech,Creativity,Drawing,Introvert,112,Software Engineer,Private
90,Medical,Communication,Music,Ambivert,133,Government Doctor,Public
89,Arts,Communication,Reading,Ambivert,138,Animator,Private
93,Medical,Coding,Music,Ambivert,111,Surgeon,Private
65,Medical,Creativity,Drawing,Ambivert,104,Surgeon,Private
84,Commerce,Analysis,Reading,Introvert,107,Auditor,Private
100,Tech,Creativity,Reading,Extrovert,126,Government IT Officer,Public
59,Tech,Analysis,Drawing,Extrovert,98,AI Engineer,Private
84,Arts,Communication,Reading,Introvert,95,Designer,Private
88,Commerce,Communication,Gaming,Extrovert,82,Bank Officer,Public
75,Medical,Coding,Drawing,Extrovert,91,Surgeon,Private
99,Tech,Coding,Reading,Introvert,110,Software Engineer,Private
63,Tech,Analysis,Music,Introvert,128,Web Developer,Private
60,Medical,Communication,Sports,Introvert,97,Nurse,Private
78,Tech,Creativity,Sports,Extrovert,116,AI Engineer,Private
97,Tech,Analysis,Drawing,Ambivert,105,Software Engineer,Private
62,Commerce,Communication,Drawing,Extrovert,129,Bank Officer,Public
65,Commerce,Creativity,Drawing,Extrovert,94,Bank Officer,Public
64,Medical,Communication,Sports,Ambivert,134,Doctor,Private
59,Medical,Analysis,Sports,Ambivert,81,Government Doctor,Public
98,Commerce,Creativity,Reading,Introvert,110,Financial Analyst,Private
55,Medical,Coding,Reading,Extrovert,122,Surgeon,Private
62,Medical,Coding,Drawing,Ambivert,116,Surgeon,Private
84,Tech,Coding,Drawing,Extrovert,124,Software Engineer,Private
77,Medical,Communication,Sports,Introvert,87,Surgeon,Private
61,Tech,Communication,Gaming,Ambivert,139,AI Engineer,Private
64,Medical,Coding,Reading,Extrovert,108,Government Doctor,Public
69,Arts,Creativity,Sports,Extrovert,96,Writer,Private
100,Arts,Communication,Sports,Ambivert,87,Civil Services,Public
70,Tech,Coding,Gaming,Extrovert,100,AI Engineer,Private
66,Tech,Creativity,Drawing,Ambivert,137,Government IT Officer,Public
63,Medical,Analysis,Gaming,Ambivert,81,Surgeon,Private
50,Commerce,Communication,Drawing,Ambivert,89,Financial Analyst,Private
93,Arts,Creativity,Gaming,Ambivert,125,Writer,Private
76,Tech,Creativity,Sports,Introvert,83,AI Engineer,Private
96,Medical,Creativity,Gaming,Ambivert,114,Nurse,Private
63,Commerce,Communication,Sports,Introvert,115,Bank Officer,Public
88,Medical,Communication,Music,Ambivert,107,Government Doctor,Public
93,Medical,Creativity,Reading,Extrovert,118,Nurse,Private
51,Tech,Analysis,Drawing,Ambivert,105,Web Developer,Private
59,Arts,Analysis,Gaming,Ambivert,87,Civil Services,Public
95,Commerce,Communication,Drawing,Extrovert,123,Chartered Accountant,Private
84,Arts,Coding,Reading,Ambivert,133,Designer,Private
98,Commerce,Analysis,Sports,Extrovert,114,Financial Analyst,Private
63,Commerce,Coding,Gaming,Introvert,134,Bank Officer,Public
54,Medical,Communication,Sports,Introvert,127,Doctor,Private
95,Medical,Coding,Sports,Extrovert,116,Surgeon,Private
78,Medical,Coding,Drawing,Introvert,97,Nurse,Private
69,Commerce,Analysis,Drawing,Extrovert,110,Financial Analyst,Private
75,Arts,Creativity,Sports,Ambivert,116,Designer,Private
66,Tech,Analysis,Music,Introvert,81,Government IT Officer,Public
76,Arts,Creativity,Reading,Ambivert,88,Civil Services,Public
99,Commerce,Creativity,Reading,Extrovert,89,Chartered Accountant,Private
65,Tech,Coding,Gaming,Ambivert,99,Web Developer,Private
60,Commerce,Communication,Drawing,Ambivert,120,Bank Officer,Public
73,Medical,Analysis,Reading,Ambivert,120,Nurse,Private
91,Medical,Analysis,Sports,Ambivert,100,Surgeon,Private
77,Medical,Analysis,Sports,Ambivert,111,Government Doctor,Public
69,Commerce,Analysis,Music,Ambivert,102,Bank Officer,Public
71,Medical,Analysis,Drawing,Ambivert,130,Nurse,Private
62,Medical,Analysis,Reading,Ambivert,125,Doctor,Private
75,Arts,Coding,Gaming,Extrovert,132,Designer,Private
96,Medical,Coding,Drawing,Extrovert,133,Nurse,Private
84,Tech,Analysis,Drawing,Extrovert,137,Software Engineer,Private
73,Medical,Coding,Drawing,Ambivert,119,Nurse,Private
70,Arts,Coding,Music,Extrovert,86,Designer,Private
84,Medical,Coding,Drawing,Extrovert,122,Surgeon,Private
50,Tech,Communication,Reading,Introvert,112,AI Engineer,Private
66,Arts,Creativity,Reading,Introvert,126,Civil Services,Public
53,Tech,Analysis,Reading,Introvert,92,AI Engineer,Private
63,Arts,Coding,Music,Introvert,90,Designer,Private
76,Commerce,Coding,Sports,Introvert,108,Financial Analyst,Private
88,Medical,Communication,Sports,Extrovert,106,Doctor,Private
71,Tech,Coding,Drawing,Ambivert,96,Web Developer,Private
86,Tech,Communication,Sports,Introvert,98,Software Engineer,Private
62,Medical,Creativity,Gaming,Ambivert,110,Surgeon,Private
71,Arts,Creativity,Sports,Ambivert,123,Animator,Private
99,Arts,Coding,Music,Extrovert,85,Animator,Private
82,Commerce,Communication,Sports,Extrovert,119,Auditor,Private
71,Tech,Communication,Drawing,Ambivert,80,Web Developer,Private
56,Commerce,Creativity,Reading,Extrovert,134,Financial Analyst,Private
53,Commerce,Coding,Sports,Introvert,123,Bank Officer,Public
56,Tech,Coding,Sports,Introvert,130,Software Engineer,Private
53,Medical,Coding,Drawing,Extrovert,104,Nurse,Private
77,Arts,Communication,Sports,Extrovert,118,Writer,Private
52,Commerce,Analysis,Sports,Ambivert,95,Bank Officer,Public
89,Arts,Creativity,Reading,Ambivert,123,Designer,Private
75,Tech,Analysis,Sports,Extrovert,136,Software Engineer,Private
61,Tech,Coding,Sports,Introvert,81,Software Engineer,Private
57,Tech,Creativity,Drawing,Ambivert,106,Government IT Officer,Public
69,Commerce,Coding,Sports,Extrovert,122,Financial Analyst,Private
54,Tech,Communication,Reading,Introvert,92,Government IT Officer,Public
77,Commerce,Communication,Gaming,Extrovert,128,Bank Officer,Public
70,Commerce,Creativity,Reading,Extrovert,107,Auditor,Private
84,Tech,Creativity,Music,Extrovert,107,AI Engineer,Private
60,Commerce,Analysis,Music,Ambivert,92,Auditor,Private
75,Commerce,Creativity,Gaming,Extrovert,86,Bank Officer,Public
65,Commerce,Analysis,Gaming,Ambivert,93,Chartered Accountant,Private
90,Medical,Communication,Reading,Extrovert,108,Government Doctor,Public
90,Medical,Creativity,Gaming,Ambivert,97,Doctor,Private
68,Arts,Creativity,Gaming,Introvert,96,Animator,Private
79,Medical,Analysis,Gaming,Extrovert,109,Surgeon,Private
80,Commerce,Analysis,Music,Extrovert,110,Chartered Accountant,Private
92,Medical,Analysis,Reading,Extrovert,139,Government Doctor,Public
85,Commerce,Coding,Gaming,Introvert,125,Chartered Accountant,Private
64,Arts,Analysis,Gaming,Ambivert,99,Civil Services,Public
52,Tech,Creativity,Gaming,Ambivert,88,Government IT Officer,Public
95,Tech,Analysis,Drawing,Extrovert,102,Government IT Officer,Public
79,Tech,Creativity,Reading,Ambivert,102,Government IT Officer,Public
92,Commerce,Communication,Sports,Introvert,127,Financial Analyst,Private
98,Tech,Communication,Gaming,Extrovert,86,Software Engineer,Private
85,Commerce,Coding,Drawing,Introvert,112,Auditor,Private
58,Medical,Analysis,Gaming,Extrovert,85,Surgeon,Private
59,Commerce,Analysis,Gaming,Ambivert,101,Chartered Accountant,Private
58,Medical,Analysis,Sports,Extrovert,85,Surgeon,Private
57,Arts,Creativity,Music,Introvert,90,Animator,Private
73,Arts,Communication,Sports,Ambivert,123,Civil Services,Public
72,Arts,Creativity,Gaming,Introvert,112,Civil Services,Public
77,Commerce,Communication,Drawing,Introvert,134,Auditor,Private
81,Arts,Coding,Music,Extrovert,140,Animator,Private
69,Arts,Analysis,Sports,Introvert,135,Animator,Private
90,Tech,Creativity,Reading,Introvert,120,Software Engineer,Private
66,Arts,Analysis,Sports,Introvert,111,Civil Services,Public
68,Medical,Creativity,Drawing,Ambivert,100,Doctor,Private
72,Medical,Communication,Music,Ambivert,107,Surgeon,Private
86,Tech,Analysis,Sports,Extrovert,134,Web Developer,Private
92,Commerce,Coding,Gaming,Extrovert,134,Chartered Accountant,Private
52,Arts,Communication,Music,Extrovert,90,Animator,Private
